code	producer_version_id	lc	product_name_bg	product_name_cs	product_name_de	product_name_el	product_name_en	product_name_fr	product_name_hr	product_name_hu	product_name_nl	product_name_pl	product_name_ro	product_name_th	abbreviated_product_name_fr	generic_name_bg	generic_name_cs	generic_name_en	generic_name_fr	generic_name_pl	generic_name_th	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_fr	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_cs	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_fr	ingredients_text_hr	ingredients_text_hu	ingredients_text_lt	ingredients_text_nl	ingredients_text_pl	ingredients_text_ro	ingredients_text_th	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_shape	packaging_3_shape	conservation_conditions_fr	preparation_fr	nutriscore_grade_producer	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
3168930163992		fr						Saveur moutarde pickles maxi format							Lays chips pickles 370g				Chips de pommes de terre saveur moutarde			370 g	30g	Plastique, Sachet	en:plastic,en:bag	Lay's,Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips à la moutarde"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,fr:chips-a-la-moutarde	Sans conservateurs, Point Vert, Sans colorants, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-colorings,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante moutarde pickles [LACTOSE (de LAIT), sucre, correcteurs d'acidité (diacétate de sodium, acide citrique), épices, MOUTARDE, arômes (dont MOUTARDE), crème en poudre (de LAIT), protéine végétale hydrolysée (de SOJA)],sel								Lait, Moutarde, Soja	en:milk,en:mustard,en:soybeans				100g	100g	2213	kJ	531	kcal	28	g	3.4	g	52	g	3.3	g	4.2	g	6	g	1.3	g	0.52	g			2213	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	1 Ouvrir le sachet 2 Décoller la languette 3 Enrouler le haut du sachet 4 Recoller pour refermer	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:50:16+01:00	PEPSICO FRANCE		2021-12-14T12:50:16+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases
3168930009306	001	fr						Lay's Saveur cheese & onion							Chips cheese & onion 120g				Chips de pommes de terre saveur fromage et oignon			120 g	30 g	"Plastique, Sachet, Pensez au tri!, Point vert, Sachet en plastique, Sachet plastique à jeter"	en:plastic,en:bag,fr:pensez-au-tri,fr:point-vert,fr:sachet-en-plastique,fr:sachet-plastique-a-jeter	Lay's,Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips fromage et oignon"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:cheese-and-onion-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france	Cora,Magasins U	cora,magasins-u	0		France, Allemagne, Belgique	en:france,en:germany,en:belgium										potatoes, vegetable oils 34% (sunflower, rapeseed), flavouring base taste cheese and onion [onion and garlic powder, cheese, whey powder, sugar, aromas, potassium chloride, dyes (paprika extract, turmeric)], salt	Pommes de terre,huiles végétales (tournesol, colza, maïs, en proportion variable),base aromatisante goût fromage et oignon [oignon et ail en poudre, FROMAGE, poudre de petit-LAIT, sucre, arômes, chlorure de potassium, colorants (extrait de paprika, curcumine)],sel								Lait	en:milk				100g	100g	2223	kJ	533	kcal	32	g	3.9	g	53	g	2.3	g	4.2	g	6.2	g	1.2	g	0.48	g			2223	kJ																						en:bag	en:plastic	en:discard					"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	79		4004	3	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:48:34+01:00	PEPSICO FRANCE	001	2021-12-14T12:48:34+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis, App - InFood
3168930163756		fr						saveur moutarde pickles lot de 2 x 135 g							Chips lay's pickles lot 2x135g				Chips de pommes de terre saveur moutarde			270 g	30 g	Sachet	en:bag	Lay's,Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips à la moutarde"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,fr:chips-a-la-moutarde	Point Vert, Nutriscore, Nutriscore C	en:green-dot,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante moutarde pickles [LACTOSE (de LAIT), sucre, correcteurs d'acidité (diacétate de sodium, acide citrique), épices, MOUTARDE, arômes (dont MOUTARDE), crème en poudre (de LAIT), protéine végétale hydrolysée (de SOJA)],sel								Lait, Moutarde, Soja	en:milk,en:mustard,en:soybeans				100g	100g	2213	kJ	531	kcal	28	g	3.4	g	52	g	3.3	g	4.2	g	6	g	1.3	g	0.52	g			2213	kJ																						en:bag							"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	72		4004	-5	-10	0	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:51:26+01:00	PEPSICO FRANCE		2021-12-14T12:51:26+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases
3168930009061	001	fr						Recette paysanne nature 300 g + 10% offert							Chips lays paysannes 300g+10% offer				Chips de pommes de terre paysanne goût nature			330 g	30 g	Plastique, Sachet	en:plastic,en:bag	Lay's,Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips paysannes"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:farmer-s-crisps	Sans arômes artificiels, Sans conservateurs, Point Vert, Sans huile de palme, Nutriscore, Nutriscore C	en:no-artificial-flavors,en:no-preservatives,en:green-dot,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),sel													100g	100g	2148	kJ	514	kcal	30	g	3.6	g	54	g	0.5	g	3.9	g	6.2	g	1.3	g	0.52	g			2148	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conserver à l'abri de la lumière et déguster dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:48:21+01:00	PEPSICO FRANCE	001	2021-12-14T12:48:21+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
3168930164203		fr						Lay's Max nature 120 g + 10% offert							Lays max nature 120g+10%				Chips de pomme de terre ondulées nature			132 g	30 g	Sachet, Sachet en plastique	en:bag,fr:sachet-en-plastique	Lays	lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps	Point Vert, Sans colorants, Nutriscore, Nutriscore C, Nutriscore D	en:green-dot,en:no-colorings,en:nutriscore,en:nutriscore-grade-c,en:nutriscore-grade-d	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),sel													100g	100g	2183	kJ	523	kcal	31	g	3.6	g	52	g	0.4	g	4	g	6.4	g	1.1	g	0.44	g			2183	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	c	9	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:52:12+01:00	PEPSICO FRANCE		2021-12-14T12:52:12+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases
4062139004133		de			Chips Salt and Vinegar																	175 g	30g	Tüte	en:bag	Lays	lays	Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Getreide und Kartoffeln, Salzige Snacks, Vorspeisen, Chips und Pommes Frites, Chips, Kartoffelchips, Vegan	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,de:vegan	Nutriscore	en:nutriscore	Deutschland	en:germany			0											"Kartoffeln, pflanzliche Öle (Mais, Sonnenblume, Raps in veränderlichen Gewichtsanteilen), Aroma, Maisstärke, Salz, Säureregulatoren (Citronensäure, Äpfelsäure), Kaliumchlorid, Hefeextrakt."																100g	100g	2151	kJ	514	kcal	29.5	g	2.4	g	54.2	g	0.4	g	3.6	g	6	g	1.58	g	0.632	g			2151	kJ																						en:bag												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	12	b	72		4004	-5	-10	0	0										App - yuka, Apps, App - Open Food Facts
8710398524645		nl					Chips lays				Iconic local flavours - Frietje Satésaus smaak											150g				Lays	lays	Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Snacks, Granen en aardappels, Zoute snacks, Voorgerechten, Chips en patat, Chips, Aardappelchips, Aardappelchips met smaak	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps			Nederland	en:netherlands			0		de:Kartoffeln aus Niederlande Belgien Deutschland	de:kartoffeln-aus-niederlande-belgien-deutschland										Potatoes, vegetable oils (corn, sunflower, rapeseed, in varying quantities), satay sauce taste [flavourings (contains milk), sugar, salt, maltodextrin, spices, cocoa powder, acid (citric acid), colour (paprika extract)], packed under protective atmosphere, keep cool and dry					Aardappels, plantaardige oliën (maïs, zonnebloem, koolzaad, in wisselende hoeveelheden), satésaus smaak [aroma's (bevat melk), suiker, zout, maltodextrine, specerijen, cacaopoeder, voedingszuur (citroenzuur), kleurstof (paprika extract)],				Melk	en:milk			null	100g	100g	2091	kj	501	kcal	28	g	3.1	g	54	g	2.3	g	4.4	g	6.7	g	1.2	g	0.48	g			2091	kj																																		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	67	1	4004	-5	-15	1	0										App - InFood, Apps, App - smoothie-openfoodfacts
3168930164579		fr						Lay's saveur moutarde pickles							Chips lays pickles 135g				Chips de pommes de terre saveur moutarde			135 g	30 g	Plastique, Sachet	en:plastic,en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips à la moutarde"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,fr:chips-a-la-moutarde	Point Vert, Sans colorants, Nutriscore, Nutriscore C	en:green-dot,en:no-colorings,en:nutriscore,en:nutriscore-grade-c	France	en:france	carrefour.fr	carrefour-fr	0													potatoes, vegetable oils (sunflower, rapeseed, maize in variable proportion), flavouring base mustard pickles (lactose (milk), sugar, acidity correctors (sodium diacetate, citric acid), spices, mustard, flavourings (including mustard), cream powder (from milk), hydrolysed vegetable protein (from soya)), salt,	Pommes de terre,huiles végétales ( tournesol, colza, maïs en proportion variable),base aromatisante moutarde pickles [LACTOSE (de LAIT), sucre, correcteurs d'acidité (diacétate de sodium, acide citrique), épices, MOUTARDE, arômes (dont MOUTARDE), crème en poudre (de LAIT), protéine végétale hydrolysée (de SOJA)],sel								Lait, Moutarde, Soja	en:milk,en:mustard,en:soybeans			off	100g	100g	2213	kJ	531	kcal	28	g	3.4	g	52	g	3.3	g	4.2	g	6	g	1.3	g	0.52	g			2213	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:53:12+01:00	PEPSICO FRANCE		2021-12-14T12:53:12+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases, App - InFood, App - Open Food Facts
8710398524232		nl									Chips											185 g	30g	Plastic bag	nl:plastic-bag	Lays	lays	Snacks, Zoute snacks, Voorgerechten, Chips en patat, Chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	Nutriscore, Nutriscore C	en:nutriscore,en:nutriscore-grade-c	Nederland	en:netherlands			0																		Aardappelen, plantaardige oliën (zonnebloem, koolzaad, mais, in wisselende hoeveelheden), cheddar kaas - en uismaak [weipermeaat (van melk), zout, suiker, aroma (bevat melk), rijstebloem, uienpoeder, zuurteregelaars (citroenzuur, appelzuur), weipoeder (bevat melk), knoflookpoeder, cheddar kaaspoeder (van melk), kleurstoffen (annatto bixin, paprika extract), maltodextrine, magere melkpoeder].				Melk	en:milk				100g	100g	647	kJ	516	kcal	30	g	3.28	g	53	g	3.08	g	3.9	g	6.5	g	1	g	0.4	g			647	kJ																																		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	b	0	unknown		1		-5	-15	1	0										App - Open Food Facts, Apps, App - Yuka
3168930009764		fr						Lay's Recette méditerranéenne nature format familial							Chips recette med nature 220g				Chips de pommes de terre avec 16,4% d'huile d'olive			220 g	30 g	Plastique, Sachet, Sachet en plastique	en:plastic,en:bag,fr:sachet-en-plastique	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre à l'huile d'olive"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:potato-crisps-in-olive-oil	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore D	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-d	France	en:france	Intermarché, carrefour.fr	intermarche,carrefour-fr	0		France, Portugal, Espagne	en:france,en:portugal,en:spain											Pommes de terre,huile d'olive (16,4%),huile de tournesol,sel													100g	100g	2094	kJ	501	kcal	28	g	3.2	g	53	g	0.5	g	5.1	g	7.1	g	1.7	g	0.68	g			2094	kJ																						en:bag	en:plastic						"A consommer de préférence avant: voir le devant du sachet Pour préserver toute la saveur et le croustillant des chips, conserver à l'abri de la lumière et déguster dans les 7 jours après ouverture."	A consommer sans préparation	d	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	d	11	b	79		4004	3	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:49:53+01:00	PEPSICO FRANCE		2021-12-14T12:49:53+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
3168930010296	001	fr						Lay's nature 8 x 25 g et barbecue 7 x 27,5 g format XXL							Lays mpk sel 25gx8 bbq 27.5gx7				Chips de pommes de terre Chips de pommes de terre saveur barbecue			392 g	27.5 g	Plastique, Sachet, Sachet en plastique	en:plastic,en:bag,fr:sachet-en-plastique	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0																						Gluten, Soja	en:gluten,en:soybeans				100g	100g	2305	kJ	551	kcal	34	g	4.2	g	53	g	0.5	g	4.2	g	6.3	g	1.1	g	0.44	g			2305	kJ																						en:bag	en:plastic						"A consommer de préférence avant le: voir au dos de l'emballage. Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers		unknown	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:48:42+01:00	PEPSICO FRANCE	001	2021-12-14T12:48:42+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
3168930008019	001	fr						Lay's Recette paysanne nature							Chips paysanne sel 27.5g				Chips de pommes de terre paysanne goût nature			27.5 g	27.5 g	Plastique, Sachet, Sachet en plastique	en:plastic,en:bag,fr:sachet-en-plastique	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips paysannes"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:farmer-s-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),sel													100g	100g	2148	kJ	514	kcal	30	g	3.6	g	54	g	0.5	g	3.9	g	6.2	g	1.3	g	0.52	g			2148	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conserver à l'abri de la lumière."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:49:19+01:00	PEPSICO FRANCE	001	2021-12-14T12:49:19+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
6281036002563		en					Spicy green pepper chips															14g				lays	lays	Snacks, Salty snacks, Appetizers, Chips and fries, Crisps	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps			United States	en:united-states			0													Fresh Potatoes, Vegetable Oil (Palmolein), Spicy Green Pepper Seasoning [Nature Identical & Natural Spicy Green Pepper Flavor, Sugar, Wheat Flour, Salt, Enhancers (E621, E508, E627, E631), Spinach Powder, Chili Powder, Parsley Powder, Maltodextrin (Maize), Acidity Regulators (E296, E330), Anti-Caking Agents (E551, E341(iii)), Modified Starch (E1450), Emulsifier (E471 - From Vegetable Source)]. Allergen: Ingredients Contain Wheat (cereal contains gluten).									Gluten	en:gluten			null	100g	100g					8.4	g	3.7	g	12	g	1	g			1.7	g																																										en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	-10									App - smoothie-openfoodfacts, Apps
3168930009917	001	fr						Chips saveur cheeseburger							Chips cheeseburger 120g				Chips de pommes de terre goût cheeseburger			120 g	30 g	Plastique, Sachet	en:plastic,en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps	Sans conservateurs, Point Vert, Sans colorants, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-colorings,en:nutriscore,en:nutriscore-grade-c	France	en:france	Cora, Magasins U, carrefour.fr	cora,magasins-u,carrefour-fr	0													potatoes, vegetable oils 32% (sunflower, rapeseed), flavouring base taste hamburger [sugars, aromas (including celery, mustard), whey powder, onion powder, garlic, tomato, turmeric, acidifying (citric acid), dyes (paprika extract, curcumin)], salt,	"Pommes de terre,huiles végétales (tournesol, colza, maïs, en proportion variable),base aromatisante cheeseburger [sucre, poudre de petit-LAIT, fructose, poudres d'ail et d'oignon, curcuma, arômes (dont CÉLERI et MOUTARDE), colorants (extrait de paprika, curcumine), chlorure de potassium, correcteur d`acidité (acide citrique)],sel"								Céleri, Lait, Moutarde	en:celery,en:milk,en:mustard				100g	100g	2212	kJ	530	kcal	32	g	3.9	g	52	g	2.3	g	4.2	g	6.1	g	1.3	g	0.52	g			2212	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:48:45+01:00	PEPSICO FRANCE	001	2021-12-14T12:48:45+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis, App - InFood
0028400029032		en					Kettle cooked potato chips																			Lays	lays					United States	en:united-states			0																											100g	100g			535.71	kcal	28.57	g	3.57	g	60.71	g	7.14	g	7.14	g	7.14	g	1.27	g	0.508	g			535.71	kcal																																					unknown			unknown		1		-5	-15	1	0										App - Yuka, Apps
0060410051092		fr						Potato chips																		Lay's, Lays	lay-s,lays					Canada	en:canada			0																											100g	100g			540	kcal	34	g	3	g	4	g	2	g			6	g	1.65	g	0.66	g			540	kcal																																					unknown			unknown		1		-5	-15	1	0										App - yuka, Apps
