code	producer_version_id	lc	product_name_bg	product_name_cs	product_name_de	product_name_el	product_name_en	product_name_fr	product_name_hr	product_name_hu	product_name_nl	product_name_pl	product_name_ro	product_name_th	abbreviated_product_name_fr	generic_name_bg	generic_name_cs	generic_name_en	generic_name_fr	generic_name_pl	generic_name_th	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_fr	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_cs	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_fr	ingredients_text_hr	ingredients_text_hu	ingredients_text_lt	ingredients_text_nl	ingredients_text_pl	ingredients_text_ro	ingredients_text_th	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_shape	packaging_3_shape	conservation_conditions_fr	preparation_fr	nutriscore_grade_producer	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
3168930003397	001	fr						Maxi Craquantes Nature							Chips max craquantes nature 145g				Chips de pomme de terre ondulées nature			145 g	30 g	Plastique, Sachet	en:plastic,en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),sel													100g	100g	2183	kJ	526	kcal	33	g	4	g	49	g	0.5	g	4.8	g	6.8	g	1.1	g	0.44	g			2183	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	c	8	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:45:22+01:00	PEPSICO FRANCE	001	2021-12-14T12:45:22+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases
3168930000679	001	fr						Chips saveur Barbecue							Chips saveur barbecue 75g				Chips de pommes de terre saveur barbecue			75 g	30 g	Plastique, Sachet, Sachet en plastique	en:plastic,en:bag,fr:sachet-en-plastique	Lay's,Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips barbecue"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:barbecue-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0													potatoes,vegetable oils (sunflower, rapeseed, maize, in variable proportions), barbecue flavouring base (sugar, flavouring (including soy), paprika, onion powder, tomato powder, garlic powder, acidity regulators (citric acid, malic acid), colour (paprika extract), smoke flavourings), salt	Pommes de terre,huiles végétales (tournesol, colza, maïs, en proportion variable),base aromatisante barbecue [sucre, arôme (dont SOJA), paprika, poudre d'oignon, poudre de tomate, poudre d'ail, correcteurs d'acidité (acide citrique, acide malique), colorant (extrait de paprika), arômes de fumée],sel								Gluten, Soja	en:gluten,en:soybeans				100g	100g	2096	kJ	501	kcal	28	g	3.1	g	54	g	2.8	g	4.4	g	6.2	g	1.1	g	0.44	g			2096	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:47:41+01:00	PEPSICO FRANCE	001	2021-12-14T12:47:41+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases, App - InFood
3168930007449		fr						Lay's saveur barbecue lot de 2 x 130 g							Chips de pommes de terre saveur bar				Chips de pommes de terre saveur barbecue, aromatisées			260 g	30 g			Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips barbecue"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:barbecue-crisps	Point Vert, Sans colorants, Sans huile de palme	en:green-dot,en:no-colorings,en:no-palm-oil	France	en:france			0														"Pommes de terre 61%,huiles végétales (tournesol, colza, en proportion variable),base aromatisante barbecue [sucre, arôme (dont SOJA), chapelure (de BLÉ), exhausteur de goût (glutamate de sodium), paprika, poudre d'oignon, poudre de tomate, poudre d'ail, correcteurs d'acidité (acide citrique, acide malique), colorant (extrait de paprika), arômes de fumée],sel"								Gluten, Soja	en:gluten,en:soybeans				100g	100g	2221	kJ	532	kcal	32	g	2.6	g	52	g	2.8	g	4.4	g	6.4	g	1.3	g	0.52	g			2221	kJ																													"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	67	1	4004	-5	-15	1	0		3502110007360	10000177		true	2019-11-05T18:32:53+01:00	PEPSICO FRANCE			App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
3168930005643	001	fr						"لايز فلفل حار"							Chips saveur spicy 145g				Chips de pommes de terre épicées, aromatisées			145 g	30 g	Sachet	en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	Belgique, France	en:belgium,en:france			0													potatoes 61%, vegetable oils (sunflower, rapeseed, in varying proportion), flavouring base cream and spices [sugar, flavourings (including milk), powdered cream (milk), whey powder, spices (including chilli powder), acid correctors (sodium diacate, citric acid), dye (paprika extract)]	Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante crème et épices [sucre, arômes (contient du LAIT), crème en poudre (LAIT), petit-LAIT en poudre, épices (dont poudre de piment), correcteur d'acidité (diacétate de sodium), acidifiant (acide citrique), colorant (extrait de paprika)],sel								Lait	en:milk				100g	100g	2106	kJ	504	kcal	28	g	3.6	g	54	g	3.6	g	4.3	g	6.3	g	0.78	g	0.312	g			2106	kJ																						en:bag							"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	72		4004	-5	-10	0	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:48:03+01:00	PEPSICO FRANCE	001	2021-12-14T12:48:03+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases, App - InFood
3168930005865	001	fr						Lay's saveur bolognaise 27,5 g							Lays chips bol.wip 120x27.5gr fr				Chips de pommes de terre saveur bolognaise			28 g	27.5 g	Plastique, Sachet, Sachet en plastique	en:plastic,en:bag,fr:sachet-en-plastique	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips bolognaise"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:bolognese-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0														Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante bolognaise [lactosérum en poudre (LAIT), arômes, paprika en poudre, persil, poudre d'oignon, poivre noir, piment, tomate, origan, sucre, chlorure de potassium, correcteur d'acidité (acide citrique), arômes de fumée],sel								Lait	en:milk				100g	100g	2222	kJ	533	kcal	32	g	3.9	g	52	g	2.8	g	4.3	g	6	g	1.4	g	0.56	g			2222	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	11	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:50:14+01:00	PEPSICO FRANCE	001	2021-12-14T12:50:14+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases
3168930011231		fr						Chips Saveur Barbecue							Lays bbq 27.5gx6				Chips de pommes de terre saveur barbecue			165 g	27.5 g	Sachet, Sachet en plastique	en:bag,fr:sachet-en-plastique	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips barbecue"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:barbecue-crisps	Sans conservateurs, Point Vert, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C, Nutriscore D	en:no-preservatives,en:green-dot,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c,en:nutriscore-grade-d	France	en:france	Magasins U, carrefour.fr	magasins-u,carrefour-fr	0														Pommes de terre,huiles végétales (tournesol, colza, maïs, en proportion variable),base aromatisante barbecue [sucre, arôme (dont SOJA), paprika, poudre d'oignon, poudre de tomate, poudre d'ail, correcteurs d'acidité (acide citrique, acide malique), colorant (extrait de paprika), arômes de fumée],sel								Soja	en:soybeans				100g	100g	2096	kJ	501	kcal	28	g	3.1	g	54	g	2.8	g	4.4	g	6.2	g	1.1	g	0.44	g			2096	kJ																						en:bag	en:plastic						"A consommer de préférence avant : voir devant du sachet Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:50:26+01:00	PEPSICO FRANCE		2021-12-14T12:50:26+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
3168930011002		fr						Lay's saveur fromage maxi format							Lays fromage 360g recl				Chips de pommes de terre au fromage, aromatisées			360 g	30 g	Plastique, Sachet	en:plastic,en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans huile de palme	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-palm-oil	France	en:france			0		France, Belgique, Allemagne	en:france,en:belgium,en:germany											"Pommes de terre 61%,huiles végétales (tournesol, colza, en proportion variable),base aromatisante fromage [arômes (dont LAIT, LACTOSE DE LAIT, glucose de BLÉ), FROMAGE en poudre (dont LAIT), exhausteurs de goût (glutamate monosodique, guanylate et inositate disodique), sucre, colorant (extrait de paprika)],sel"								Gluten, Lait	en:gluten,en:milk				100g	100g	2214	kJ	531	kcal	32	g	2.8	g	52	g	3	g	4.1	g	6.2	g	1.9	g	0.76	g			2214	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	1 Ouvrir le sachet 2 Décoller la languette 3 Enrouler le haut du sachet 4 Recoller pour refermer		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	12	b	79		4004	3	-10	1	0		3502110007360	10000177		true	2019-11-05T18:47:40+01:00	PEPSICO FRANCE			App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
3168930011361		fr						Lay's Stax barbecue flavour							Lays stax bbq 170g				"Tuiles à base de pommes de terre goût barbecue"			170 g	30g	Tube	en:tube	lay's, Lays	lay-s,lays	Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Tuiles salées	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potato	Sans conservateurs, Point Vert, Sans colorants	en:no-preservatives,en:green-dot,en:no-colorings	France	en:france			0														"Pommes de terre deshydratées (49%),huile de tournesol,amidon (dont BLÉ),sirop de glucose,base aromatisante barbecue [sucre, sel, poudre de petit-LAIT, poudre d'oignon, arômes, poudre de paprika, poudre de tomate, colorant (extrait de paprika, caramel ammoniacal), arômes de fumée],émulsifiants (mono - et diglycérides d'acides gras),huile de colza"								Gluten, Lait, Anhydride sulfureux et sulfites	en:gluten,en:milk,en:sulphur-dioxide-and-sulphites				100g	100g	2082	kJ	496	kcal	26	g	2.3	g	61	g	6.1	g	3.9	g	4	g	1.3	g	0.52	g			2082	kJ																						en:tube							"À conserver dans un endroit frais et sec. Refermer rapidement après ouverture. Après ouverture durée de conservation limitée. À consommer de préférence avant le: voir sous le tube"	Presser doucement les côtés en haut du tube pour ouvrir.	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705, Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	10	b	72		38405	-5	-10	0	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:50:14+01:00	PEPSICO FRANCE		2021-12-14T12:50:14+01:00	App - off, App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis
3168930010715		fr						Lay's Cuites au four saveur épicée tomates & herbes							Chips cuites au four tomates & h				"Produit à base de pommes de terre cuit au four à la tomate, au piment et à l'origan, aromatisé"			130 g	30 g			Lay's,Lays	lay-s,lays	Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pomme de terre reconstituée	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:crisps-made-from-reconstituted-potato	Point Vert	en:green-dot	France	en:france	Magasins U,intermarche	magasins-u,intermarche	0														Flocons de pomme de terre,amidon,huile de colza,base aromatisante goût tomates et herbes [sel, arômes, poudres d'oignon, d'ail, de tomate, persil, origan, poivre noir, correcteur d'acidité (diacétate de sodium), acidifiants (acides citrique et malique), colorant (extrait de paprika), arôme de fumée],sucre,émulsifiant (lécithine de tournesol),huile de tournesol,piment,colorant (annatto)													100g	100g	1820	kJ	433	kcal	13	g	1.2	g	68	g	7.7	g	6.4	g	6.7	g	1.2	g	0.48	g			1820	kJ																													"A conserver à l'abri de la chaleur et de l'humidité."	A consommer sans préparation		PepsiCo France SNC, 420 rue d'Estienne d'Orves 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	7	unknown		1		-5	-15	1	0		3502110007360	10000177		true	2019-11-05T18:46:01+01:00	PEPSICO FRANCE			App - off, App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases
13173951		fr						Chips lays																		Lays	lays					France	en:france			0																											100g	100g			540	kcal	35	g	4.3	g	54	g	0.5	g			6.2	g	1.1	g	0.44	g			540	kcal																																					unknown			unknown		1		-5	-15	1	0										App - yuka, Apps
3168930005636	001	fr						"لايز فراخ"							Chips saveur poulet roti 145g				Chips de pommes de terre saveur poulet			145 g	30g	Plastique, Sachet	en:plastic,en:bag	Lay's, Lays	lay-s,lays	"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre aromatisées, Chips au poulet, Apéritif"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:roasted-chicken-and-thyme-crisps,fr:aperitif	Sans conservateurs, Point Vert, Sans colorants artificiels, Sans colorants, Sans huile de palme, Nutriscore, Nutriscore C	en:no-preservatives,en:green-dot,en:no-artificial-colors,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-c	France	en:france			0													potatoes,vegetable oils (sunflower, rapeseed, maize in variable proportions),roast chicken flavouring base (yeast powder, onion powder, garlic powder, yeast extract, flavourings, potassium chloride, sage, colour (paprika extract), antioxidant (rosemary extract), salt	Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante poulet rôti [poudre de levure, oignon en poudre, ail en poudre, extrait de levure, arômes, chlorure de potassium, sauge, colorant (extrait de paprika), antioxydant (extrait de romarin],sel								Lait	en:milk				100g	100g	2218	kJ	532	kcal	28	g	3.4	g	53	g	1.3	g	4.2	g	6.3	g	1.4	g	0.56	g			2218	kJ																						en:bag	en:plastic						"Pour préserver toute la saveur et le croustillant des chips, conservez à l'abri de la lumière et dégustez dans les 7 jours après ouverture."	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	11	b	72		4004	-5	-10	1	0		3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:45:21+01:00	PEPSICO FRANCE	001	2021-12-14T12:45:21+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases, App - InFood
8850718807925		en					"เลย์ รสเมี่ยงคำครบรส"															50g	1/2	Bag	en:bag	"Lay’s,Lays,เลย์"	"lay-s,lays,เลย์"	Snacks, Salty snacks, Appetizers, Chips and fries, Crisps	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	No preservatives	en:no-preservatives	Thailand	en:thailand			0													Potatoes 58.1%, Vegetable Oil 34.7%, Seasoning 7.2% (Maltodextrin, Flavor Enhancer (Monosodium Glutamate, Disodium 5-ribonucleotides), Acidity Regulator (INS330). Sweetener (Aspartame), Anticaking Agent (INS 551). Natural color (INS 160c(i)), Packaging Gas (INS 941)), Natural Flavor, Nature Identical Flavor, No Preservatives. Allergen Information: Contains _Wheat_, _Shrimp_, _Soybeans_, _Crusttaceans_, _Gluten_									Crustaceans, Gluten, Soybeans, Crusttaceans	en:crustaceans,en:gluten,en:soybeans,en:crusttaceans				serving	100g			160	kcal	10	g	4	g	16	g	1	g	1	g	2	g	0.3375	g	0.135	g			160	kcal																						en:bag												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products			unknown				-5	-10	0	0										App - Open Food Facts, Apps
5900259122018		pl					Lays chili and lime													chipsy ziemniaczane karbowane o smaku ostrego chilli i limonki						Lays	lays	"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Zboża i ziemniaki, Słone przekąski, Przystawki, Chipsy i frytki, Chipsy, Chipsy ziemniaczane"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps			Polska	en:poland			0													lija, lenkija, pl corrugated potato chips with hot chilli and lime flavor, ingredients: potatoes, vegetable oils (corn, sunflower, rapeseed in variable proportions), glucose, salt, rice flour, aromas, onion, sugar, cayenne pepper, cumin, garlic, hot pepper, acid (citric acid), cocoa powder with reduced fat content, potassium chloride, black pepper, dye (paprika extract),						"lija, Lenkija, PL CHIPSY ZIEMNIACZANE KARBOWANE O SMAKU OSTREGO CHILLI I LIMONKI, Składniki: ziemniaki, oleje roślinne (kukurydziany, słonecznikowy, rzepakowy w zmiennych proporcjach), glukoza, sól, mąka ryżowa, aromaty, cebula, cukier, pieprz cayenne, kmin rzymski, czosnek, ostra papryka, kwas (kwas cytrynowy), kakao w proszku o obniżonej zawartości tłuszczu, chlorek potasu, czarny pieprz, barwnik (ekstrakt z papryki),"								100g	100g																																																										en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products			b	67	1	4004	-5	-15	1	0										App - InFood, Apps
8710398160621		nl									Lays ketchup doos											20 x 40 g				Lay's,Lays	lay-s,lays	Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Snacks, Granen en aardappels, Zoute snacks, Voorgerechten, Chips en patat, Chips, Aardappelchips, Aardappelchips met smaak	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps			Nederland	en:netherlands			0																											100g	100g																																																										en:appetizers	en:salty-snacks,en:appetizers		unknown			b	67	1	4004	-5	-15	1	0										
8710398307583		nl									Lays paprika doos															Lays	lays	Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Snacks, Granen en aardappels, Zoute snacks, Voorgerechten, Chips en patat, Chips, Aardappelchips, Aardappelchips met smaak, Paprikachips	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps,en:paprika-crisps			Nederland	en:netherlands			0							FSC-C103668	fsc-c103668																			100g	100g																																																										en:appetizers	en:salty-snacks,en:appetizers		unknown			b	67	1	4004	-5	-15	1	0										
