code	producer_version_id	lc	product_name_aa	product_name_af	product_name_ar	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_ja	product_name_lt	product_name_nl	product_name_pl	product_name_pt	product_name_ro	product_name_sr	product_name_th	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_ro	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	origin_ro	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_ar	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_hr	ingredients_text_lt	ingredients_text_nl	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_th	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	arachidic-acid_value	arachidic-acid_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	alpha-linolenic-acid_value	alpha-linolenic-acid_unit	arachidonic-acid_value	arachidonic-acid_unit	gondoic-acid_value	gondoic-acid_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	caffeine_value	caffeine_unit	ph_value	ph_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_shape	packaging_2_material	packaging_3_shape	conservation_conditions_fr	preparation_fr	nutriscore_grade_producer	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
7501011131064		es						Doritos Nachos	Doritos Nachos Recargados 155GRS.												Totopos de maíz nixtamalizado con chile y sabor queso						146 g		Bolsa de plastico	es:bolsa-de-plastico	Doritos	doritos		Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Patatas fritas de maíz	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			Francia, México	en:france,en:mexico	Walmart,Sams Club,Soriana,Bodega Aurrera,La Comer,Oxxo	walmart,sams-club,soriana,bodega-aurrera,la-comer,oxxo	0		México	en:mexico			México	mexico						"MAIZ NIXTAMALIZADO, ACEITE VEGETAL, CONDIMENTO Quesos, Almidón, Sal Yodada, Maltodextrina, Glutamato Monosódico, Especias, Saborizantes, Harina de Arroz, Chiles, Glucosa, Harina de Trigo, AÁcido Citrico, Inosinato de Sodio, Guanilato de Sodio, Aceite de Soya Parcialmente Hidrogenado, Azúcar, Peofaina Vegetal Hidrolizada de Maíz, Amarillo Ocaso FCF, Almidón Modificado, Solidos de la Leche, Tartrazina, Ácido Láctico], ACHIOTE"	Gi\TAMALlZkC2, ACEITE VEGETAt: [Ouesos, Sal Yodada, Maltodextrina, Ilonosédico, Especias, Saborizantes, Harina de Arroz, G Harin«zTrigo, Acido Citrico, Inosinato de Sodio, de Scdio, Aceile Picteina Vegetal Hidrolizada de Maiil Amarillo ocaso FCF, Alnidôn Modificado, S61idos de la Leche, Tartrazina, Acido Licticol, ACHIOTE. CONTIENE INGREDIENTES DE LECHE Y TRIGO (GLUTEN) Elaborado en equipos que procesan que contienen soya.								Gluten	en:gluten	LECHE Y TRIGO (GLUTEN). SOYA	es:leche-y-trigo-gluten-soya		100g	serving	2000	kJ			477	kcal			23.4	g			4.2	g			59.3	g			2.1	g			5.1	g			7.4	g			1.58	g			0.632	g					2000	kJ															0.2	g																																				en:bag	en:plastic												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	11	b	74		38105	-3	-10	1	0																App - Yuka, Apps, App - smoothie-openfoodfacts
0028400038546		en					Doritos Tortilla Chips, Cool Ranch																				11 oz	30 g			Doritos	doritos						United States	en:united-states			0												Corn, Vegetable Oil (Corn, Canola, And/or Sunflower Oil), Maltodextrin (Made From Corn), Salt, Tomato Powder, Lactose, Whey, Skim Milk, Onion Powder, Sugar, Garlic Powder, Monosodium Glutamate, Maltodextrin (Made From Corn), Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Dextrose, Malic Acid, Corn Syrup Solids, Buttermilk, Natural and Artificial Flavors, Sodium Acetate, Artificial Color (Red 40, Blue 1, Yellow 5), Spice, Citric Acid, Disodium Inosinate, and Disodium Guanylate										Milk	en:milk				100g	100g																																																																																																															4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																
0028400421157		en					Flamas tortilla chips																								Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United States	en:united-states			0																											100g	100g																																																																																																													en:appetizers	en:salty-snacks,en:appetizers		unknown			b	67	1	38105	-5	-15	1	0																App - Yuka, Apps
0028400519809		en					Chips																								Doritos	doritos						United States	en:united-states			0																											100g	100g					535.71428571429	kcal			28.571428571429	g			3.5714285714286	g			64.285714285714	g			3.5714285714286	g			3.5714285714286	g			7.1428571428571	g			0.80357142857143	g			0.321428571428572	g					535.71428571429	kcal																																																																				unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
0028400019903		fr							Dorito nacho cheese																			31.8g			Doritos	doritos		en:chips	en:chips	Contient du lait	en:contains-milk	Nouvelle-Calédonie	en:new-caledonia			0														IN REDIENTS: CORN, VEGETABLE OIL (CORN. CANSLA AND/OR SUNFLOWER OIL), MALTODEXTRIN (MADE FRON CORN), SALT, CHEDDAR CHEESE (MILK, CHEESE CULTURES SALT, ENZYMES), WHEY, MONOSODIUM GLUTAMATE BUTTERMILK, ROMANO CHEESE (PART-SKIM COW'S MILK. CHEESE CULTURES, SALT, ENZYMES), WHEY PROTEIN CONCENTRATE, ONION POWDER, CORN FLOUR, NATURAI AND ARTIFICIAL FLAVOR, DEXTROSE, TOMATO POWDER, LACTOS SPICES, ARTIFICIAL COLOR (YELLOW 6, YELLOW 5, AND RED 40), LACTIC ACID, CITRIC ACID, SUGAR, GARLIC POWDER, SKIM MILK, RED AND GREEN BELL PEPPER POWDER, DISODIUM INOSINATE, AND DISODIUM GUANYLATE. CONTAINS MILK INGREDIENTS. MANUFACTURED FOR PEPSICO, INC. BY: FRITO-LAY, INC. PLANO, TX 75024-4099 U.S. O 2013 FRITO-LAY NORTH AMERICA, INC. FritoLay Visit our website @ fritolay.com PRODUCT OF U.S.A.								Lait	en:milk	Lait	en:milk		serving	100g					150	kcal			3	g			1.5	g			18	g			0	g			1	g			2	g			575	mg			230	mg					150	kcal																					2	% DV					2	% DV									0	% DV																													4	en:4-ultra-processed-food-and-drink-products	d	14	unknown		1		-5	-15	1	0																App - yuka, Apps
8710398601582		fr							Nacho cheese																		200 g				Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs, en:Apéritif, en:Chips, en:Chips de maïs, en:Chips et frites, en:Snacks salés	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips,en:aperitif,en:chips,en:chips-de-mais,en:chips-et-frites,en:snacks-sales			Belgique, France	en:belgium,en:france			0												dit fr tortilla corn chips taste corn cheese, vegetable oils (sunflower, rapeseed, but, in variable proportion), cheese flavoring base [maltodextrin, whey powder, wheat flour (contains calcium, iron, niacin, thiamiìne), cheese powder, tomato powder, flavors (including milk), onion powder, buttermilk powder, potassium chloride, flavor enhancer (monosodium glutamate), milk protein,  dextrose, aciditë correctors lactic acid, citric acid), dyes (rika extract, annatto dixin, caramel, spices, sugar, skim milk powder salt		Dit FR Tortilla Chips de maïs goût fromage maïs, huiles végétales (tournesol, colza, mais, en proportion variable), base aromatisant fromage [maltodextrine, poudre de petit-lait, farine de blé (contient calcium, fer, niacine, thiamiìne), fromage en poudre, poudre de tomate, arômes (dont lait), poudre d'oignon, poudre de babeurre, chlorure de potassium, exhausteur de goût (glutamate monosodique), protéines de lait, dextrose, correcteurs d'aciditë acide lactique, acide citrique), colorants (extrait de rika, rocou DIXine, caramel, épices, sucre, poudre de lait écrémél sel								Gluten, Lait	en:gluten,en:milk				100g	100g					499	kcal			26	g			2.5	g			57	g			2.7	g			5.9	g			6.4	g			1.2	g			0.48	g					499	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - InFood
3168930009191	001	fr					Doritos nacho	Doritos Nachos sabor Queso	Doritos nacho									Doritos nacho cheese 170g			Botana de maíz nixtamalizado con queso y sabor a chile	Tortilla chips de maïs goût fromage					170 g	30 g	Plastique, Sachet, Sous atmosphère protectrice	en:plastic,en:bag,en:protective-gas	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs, en:Aperitivos, en:Botanas, en:Chips fritos, en:Patatas fritas, en:Patatas fritas de maíz, en:Snacks salados	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips,en:aperitivos,en:botanas,en:chips-fritos,en:patatas-fritas,en:patatas-fritas-de-maiz,en:snacks-salados	Point Vert, Nutriscore, Nutriscore C	en:green-dot,en:nutriscore,en:nutriscore-grade-c	Belgique, France, Mexique, Espagne, en:Francia	en:belgium,en:france,en:mexico,en:spain,en:francia	Leclerc,Magasins U,carrefour.fr	leclerc,magasins-u,carrefour-fr	0												corn 60%, sunflower oil 16,3 percent, rapeseed oil by 4,1%, base flavouring cheese (maltodextrin, powder milk whey, wheat flour , cheese powder, tomato powder, flavorings, including milk , onion powder, garlic, buttermilk powder , potassium chloride, flavour enhancer (monosodium glutamate), milk proteins , dextrose, corrector of acidity (lactic acid, citric acid), colours (paprika extract, annato, caramel), sugar, spices, skimmed milk powder) ,   salt,	"MAIZ NIXTAMALIZADO, ACEITE VEGETAL, CONDIMENTO Quesos, Almidón, Sal Yodada, Maltodextrina, Glutamato Monosódico, Especias, Saborizantes, Harina de Arroz, Chiles, Glucosa, Harina de Trigo, AÁcido Citrico, Inosinato de Sodio, Guanilato de Sodio, Aceite de Soya Parcialmente Hidrogenado, Azúcar, Peofaina Vegetal Hidrolizada de Maíz, Amarillo Ocaso FCF, Almidón Modificado, Solidos de la Leche, Tartrazina, Ácido Láctico], ACHIOTE"	"Maïs (68%),huiles végétales (tournesol, colza, maïs, en proportion variable),base aromatisante fromage [maltodextrine, poudre de petit-LAIT, farine de BLÉ (contient calcium, fer, niacine, thiamine), FROMAGE en poudre, poudre de tomate, arômes (dont LAIT), poudre d'oignon, poudre de BABEURRE, chlorure de potassium, exhausteur de goût (glutamate monosodique), protéines de LAIT, dextrose, correcteurs d'acidité (acide lactique, acide citrique), colorants (extrait de paprika, bixine de rocou, caramel), épices, sucre, poudre de LAIT écrémé],sel"								Gluten, Lait	en:gluten,en:milk	Gluten, Soja	en:gluten,en:soybeans		100g	100g	2092	kJ			501	kcal			26	g			3.4	g			58	g			2.7	g			5.6	g			6.5	g			1.2	g			0.48	g					2092	kJ																																																			1	en:bag	en:plastic			6				Conserver au sec.	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	9	b	72		38105	-5	-10	1	0								3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:54:52+01:00	PEPSICO FRANCE	001	2021-12-14T12:54:52+01:00	App - yuka, Apps, Database - CodeOnline, Database - GDSN, Databases, Producers, Producer - pepsico-france, Database - Equadis, App - InFood
8410199021052		es						Doritos Tex-Mex																			260 g	260 g			Doritos	doritos		Botanas, Snacks salados, Aperitivos, en:Chips and fries, Chips fritos, Patatas fritas de maíz	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	en:Sin colorantes	en:sin-colorantes	España	en:spain			0												corn (80%), vegetable oils (corn, sunflower), cheese-flavored seasoning [whey powder, wheat flour, salt, cheese powder (milk), tomato powder, flavorings (contains milk), onion powder, buttermilk powder (milk), potassium chloride, flavor enhancer (monosodium glutamate), milk proteins, garlic powder, dextrose,  acidity regulators (lactic acid, citric acid), colors (paprika extract, bixin bija, natural caramel, spices, sugar, skimmed milk powder), may contain soy,	Maiz (80%), aceites vegetales (maíz, girasol), condimento preparado con sabor a queso [suero de leche en polvo, harina de trigo, sal, queso en polvo (de leche), tomate en polvo, aromas (contiene leche), cebolla en polvo, suero de mantequilla en polvo (de leche), cloruro potásico, potenciador del sabor (glutamato monosódico), proteinas de leche, ajo en polvo, dextrosa, correctores de acidez (ácido Láctico, ácido cítrico), colorantes (extracto de pimentón, bixina de bija, caramelo natural, especias, azúcar, leche desnatada en polvo), Puede contener soja,									Gluten, Leche	en:gluten,en:milk	Soja	en:soybeans		100g	100g	2081	kJ			497	kcal			25.8	g			3.1	g			56.9	g			2.3	g			4.8	g			6.6	g			0.97	g			0.388	g					2081	kJ																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts, App - InFood
0028400006057		en					Doritos Nacho Cheese																								Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United States	en:united-states			0																											100g	100g					210	kcal			11	g			5	g			25	g			1	g			1	g			3	g			0.75	g			0.3	g					210	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	c	7	b	67	1	38105	-5	-15	1	0																App - Yuka, Apps
8410199021069		en					Doritos	Doritos Tex-mex													Producto de aperitivo de maíz frito con sabor a queso						167 g	30g	Green dot	en:green-dot	Doritos,	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Green Dot, No artificial colors	en:green-dot,en:no-artificial-colors	Spain	en:spain	Mercadona,	mercadona	0												corn (80%), vegetable oils (corn and sunflower in varying proportions), prepared seasoning with cheese flavor (whey powder, wheat flour, salt, cheese powder (milk), tomato powder, preparations and flavoring substances (milk), onion powder, buttermilk powder (milk), potassium chloride, flavor enhancer (monosodium glutamate), milk proteins,  garlic powder, dextrose, acidity correctors (lactic acid, citric acid), dyes (paprika extract, bija bixin,   natural caramel, spices, sugar, skimmed milk powder),	Maiz (80%), aceites vegetales (maiz y girasol en proporciones variables), condimento preparado con sabor a queso (suero de _leche_ en polvo, harina de _trigo_, sal, queso en polvo (_leche_), tomate en polvo, preparaciones y sustancias aromatizantes (_leche_), cebolla en polvo, suero de mantequilla en polvo (_leche_), cloruro potásico, potenciador del sabor (glutamato monosódico), proteínas de _leche_, ajo en polvo, dextrosa, correctores de acidez (ácido láctico, ácido cítrico), colorantes (extracto de pimentón, bixina de bija, caramelo natural, especias, azúcar, _leche_ desnatada en polvo),									Gluten, Milk	en:gluten,en:milk				100g	100g	2075	kJ			497	kcal			25.8	g			3.4	g			56.9	g			2.3	g			4.8	g			6.6	g			1	g			0.4	g					2075	kJ																																																																https://doritos.es/productos/tex-mex	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - El CoCo, App - InFood
8710398170200		fr							Doritos Chips Barbecue Style																						Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			Belgique, France	en:belgium,en:france			0																											100g	100g					501	kcal			26	g			2.1	g			59	g			3.4	g							6.6	g			1.8	g			0.72	g					501	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	d	15	b	67	1	38105	-5	-15	1	0																App - yuka, Apps
8710398170156		fr							Doritos Cool American													Tortilla chips de maïs goût crème aigre					185 g	30 g	Plastique, Sachet	en:plastic,en:bag	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			France	en:france			0												corn, sunflower oil (18%), rapeseed oil (5%), sour cream flavouring base (skimmed milk powder, herbs and spices, lactose (milk) powder, partially hydrogenated palm oil, glucose syrup, flavour enhancers (monosodium glutamate, 5'-ribonucleotides disodium), cheese powder, sugar, dextrose, acidity regulator (malic acid), colour (annatto), flavour), salt,		Maïs, huile de tournesol (18 %), huile de colza (5 %), base aromatisante crème aigre (_lait_ écrémé en poudre, aromates et épices, lactose (de _lait_) en poudre, huile de palme partiellement hydrogénée, sirop de glucose, exhausteurs de goût (glutamate monosodique, 5'-ribonucléotides disodiques), _fromages_ en poudre, sucre, dextrose, correcteur d'acidité (acide malique), colorant (annatto), arôme), sel,								Lait	en:milk				100g	100g					499	kcal			26	g			3.5	g			57	g			4.3000001907349	g			3.1	g			6.5999999046326	g			1.7000000476837	g			0.68000001907348	g					499	kcal					19	g	3.6	g																																												en:bag	en:plastic												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	13	b	62		38105	-5	-10	1	0	-10															App - yuka, Apps, App - InFood
0028400630665		en					Doritos Roulette																				9 oz				Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United States	en:united-states			0																											100g	100g					535.71428571429	kcal			28.571428571429	g			3.5714285714286	g			64.285714285714	g			3.5714285714286	g							7.1428571428571	g			1.6964285714286	g			0.67857142857144	g					535.71428571429	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers		unknown	d	16	b	67	1	38105	-5	-15	1	0																App - yuka, Apps
8410199001290		fr							Triángulos de Maíz Tex-Mex																						Doritos	doritos		Snacks, en:Apéritif, en:Chips, en:Chips de maïs, en:Chips et frites, en:Maiz transgénico, en:Maíz geneticamente modificado, en:OGM'S, en:Snacks salés	en:snacks,en:aperitif,en:chips,en:chips-de-mais,en:chips-et-frites,en:maiz-transgenico,en:maiz-geneticamente-modificado,en:ogm-s,en:snacks-sales			Espagne, en:Francia	en:spain,en:francia			0																											100g	100g					503	kcal			26.4	g			3.3	g			62.1	g			2.3	g			3.5	g			6.5	g			0.975	g			0.39	g					503	kcal																																																																				unknown	c	10	unknown		1		-5	-15	1	0																App - elcoco, Apps, App - yuka, App - El CoCo
0028400088725		en					Sweet Spicy Chili Doritos																				28.3g	28g	Plastic	en:plastic	Frito Lay, Doritos	frito-lay,doritos		Snacks, Salty snacks, Sweet snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			United States	en:united-states			0												whole corn, corn, vegetable oil (corn, canola, and/or sunflower oil), corn bran, sugar maltodextrin (made from corn), monosodium glutamate, fructose, salt, sodium diacetate, sov sauce (soybeans, wheat, salt), onion powder hydrolyzed soy protein, hydrolyzed corn protein, garlic powder, torula yeast, malic acid, paprika extracts, spices, caramel color, disodium inosinate, disodium ġuanylate, and natural flavor,										Gluten, Soybeans	en:gluten,en:soybeans	Contains-wheat-and-soy-ingredients	en:contains-wheat-and-soy-ingredients		100g	100g					130	kcal			5	g			0.5	g			20	g			1	g			2	g			2	g			0.5	g			0.2	g					130	kcal																																			40	mg	30	mg															en:plastic												en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	b	0	b	72		38105	-5	-10	1	0																App - yuka, Apps, App - InFood
0028400014588		fr							Doritos Nacho Cheese Chips																		92g				Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, en:flavored crisps	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:flavored-crisps	Contient du lait	en:contains-milk	France	en:france			0														CORN, VEGETABLE OIL (SUNFLOWER, CANOLA, AND/OR CORN OIL), MALTODEXTRIN (MADE FROM CORN), AND LESS THAN 2% OF THE FOLLOWING: SALT, CHEDDAR CHEESE (MILK, CHEESE CULTURES, SALT, ENZYMES), WHEY, MONOSODIUM GLUTAMATE, BUTTERMILK, ROMANO CHEESE (PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), ROMANO CHEESE (COW'S MILK CHEESE CULTURES, SALT, ENZYMES), WHEY PROTEIN CONCENTRATE, ONION POWDER, CORN FLOUR, NATURAL AND ARTIFICIAL FLAVOR, DEXTROSE, TOMATO POWDER, LACTOSE, SPICES, ARTIFICIAL COLOR (YELLOW 6, YELLOW 5, RED 40), LACTIC ACID, CITRIC ACID, SUGAR, GARLIC POWDER, SKIM MILK, RED AND GREEN BELL PEPPER POWDER, DISODIUM INOSINATE, DISODIUM GUANYLATE, POTASSIUM CHLORIDE, AND SODIUM CASEINATE. CONTAINS MILK INGREDIENTS.								Lait	en:milk				100g	100g					600	kcal			30	g			4	g			60	g			2	g							6	g			0.84	g			0.336	g					600	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	13	unknown		1		-5	-15	1	0																App - yuka, Apps, App - smoothie-openfoodfacts
3168930165231		fr							Doritos									Doritos nature 280g format xxl				Tortilla chips de maïs goût nature					280 g	30 g (pour: 30 g)	Sachet	en:bag	Doritos	doritos		Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de maïs	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	Point Vert, Nutriscore, Nutriscore C	en:green-dot,en:nutriscore,en:nutriscore-grade-c	France	en:france			0												maize (79%), vegetable oils (sunflower, rapeseed, maize, in variable proportions), salt		Maïs (79%), huiles végétales (tournesol, colza, maïs, en proportion variable), sel										Gluten, Soja	en:gluten,en:soybeans		100g	100g	2044	kJ			488	kcal			23	g			2.8	g			61	g			1.2	g			6.3	g			6.2	g			0.75	g			0.3	g					2044	kJ																																																												Conserver au sec.	A consommer sans préparation	c	PepsiCo France, 15 boulevard Charles de Gaulle 92705 Colombes CEDEX		en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	c	6	b	67	1	38105	-5	-15	1	0								3502110007360	10000177	"Chips/Amuse-gueules/Mélanges d'Aliments à grignoter - Naturels et Extrudés (Longue Cons.)"	true	2021-12-14T12:54:56+01:00	PEPSICO FRANCE		2021-12-14T12:54:56+01:00	App - yuka, Apps, Producers, Producer - pepsico-france, Database - Equadis, Database - GDSN, Databases, App - InFood, App - smoothie-openfoodfacts
0060410071953		en					Nacho Cheese Doritos		Doritos fromage																		45 g	45 g			Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	No gluten, No Trans Fat	en:no-gluten,en:no-trans-fat	Canada	en:canada	Subway	subway	0												Selected corn, Vegetable oil, Seasoning (corn maltodextrin, salt, cheddar cheese, whey, monosodium glutamate, buttermilk, romano cheese, whey protein concentrate, onion powder, vegetable oil, corn flour, natural and artificial flavour, dextrose, tomato powder, lactose, spices, colour, lactic acid, citric acid, sugar, garlic powder, skim milk, red and green bell pepper powder, disodium inosinate, disodium guanylate), Calcium hydroxide										Milk	en:milk				serving	100g					230	kcal			12	g			1.5	g			28	g			1	g			2	g			3	g			825	mg			330	mg					230	kcal															0	g	0	mg			0	% DV			0	% DV											6	% DV			4	% DV																							en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	d	13	b	67	1	38105	-5	-15	1	0																App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
0060410037225		en					Sweet Chili Heat																								Doritos	doritos		Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips			Canada	en:canada			0												"SELECTED CORN, VEGETABLE OIL, SEASONING
(SALT, SUGAR, HYDROLYZED SOY"															100g	100g					520	kcal			25.71429	g			2.85714	g			62.85714	g			2.85714	g			4.28571	g			7.14286	g			1.96429	g			0.785716	g					520	kcal																																																																	en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods	d	12	b	67	1	38105	-5	-15	1	0																App - Yuka, Apps, App - smoothie-openfoodfacts
